full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,diameter,H
"  5184 Cavaille-Coll (1990 QY7)",2.157018049375353,.03293049846826482,3.999827573895838,332.0181524939618,194.599470499988,2.085986369804378,2.228049728946327,3.16802697638579,13240,0,4.075,13.7
"  6875 Golgi (1994 NG1)",2.157058380400135,.1934571799294356,3.97153989326101,96.67514648728623,268.4772261844063,1.739759949184769,2.574356811615501,3.16811582847382,17060,0,4.148,13.9
"  4517 Ralpharvey (1975 SV)",2.157175149150311,.174761615907202,4.196636920123908,32.10005155056903,284.6250037397531,1.780183734289943,2.534166564010679,3.16837308293817,17141,0,3.445,13.3
"  3732 Vavra (1984 SR1)",2.158363764474141,.07147465603934909,1.557283026070443,278.4047916672278,9.105714138520886,2.004095456800557,2.312632072147725,3.17099213001947,24517,0,,14.0
"  7572 Znokai (1989 SF)",2.158413256931595,.08867771964647064,3.748725200205682,325.6098290525642,92.98216533046984,1.96701009125219,2.349816422611001,3.17110119951137,10048,0,4.722,13.6
"  6735 Madhatter (1992 WM3)",2.158792826333524,.07928335045665301,2.902533793371422,75.09652388482972,357.5119521720922,1.987636498120015,2.329949154547033,3.17193772089878,13986,0,,14.0
"  2610 Tuva (1978 RO1)",2.159003770681168,.09872904482629172,.6725121414281574,205.3997541604914,40.05201655723226,1.945847390625454,2.372160150736882,3.17240264648362,23005,0,5.649,13.4
"  2212 Hephaistos (1978 SB)",2.159887912405424,.8377031164842347,11.5580381671336,27.55921295674768,209.354350787871,.3505430769267726,3.969232747884074,3.17435155971914,14396,0,5.7,13.87
"  6244 Okamoto (1990 QF)",2.160379713911287,.1520343493362822,5.395424172214247,331.3322555876229,51.5759500777841,1.831927789787481,2.488831638035093,3.17543581024841,30801,0,,13.5
"  4310 Stromholm (1978 RJ7)",2.160709176384386,.05507310908970845,3.52046712141646,178.488743155577,351.8535546346692,2.041712204202235,2.279706148566538,3.17616222895195,22931,0,3.630,14.0
"  5245 Maslyakov (1976 GR2)",2.161339799361621,.1035058982343811,3.254753016493024,146.0510498251913,87.7542429343534,1.937628382038979,2.385051216684263,3.17755281893147,22984,0,3.952,13.8
"  5195 Kaendler (3289 T-1)",2.16198951112635,.1314734718993285,3.896107560318303,210.7963339865922,131.0586024573637,1.877745243888637,2.446233778364063,3.17898571388312,22925,0,4.339,13.9
"  2712 Keaton (1937 YD)",2.162204315700164,.03653595366918141,.8200443391802097,169.8750968217535,334.8537703651139,2.083206118998439,2.241202512401889,3.1794594980729,29308,0,,13.6
" 15991 (1998 YH3)",2.162406390852055,.07056672944166556,5.257614639142906,272.0982913334988,49.33794145936996,2.009812444125869,2.31500033757824,3.17990522706868,23479,0,4.356,13.8
"  2556 Louise (1981 CS)",2.162789054318299,.03706661777337966,2.788433870386998,126.4740648525105,345.3381996441964,2.082621779117433,2.242956329519164,3.180749347346,15010,0,6.179,13.2
"  3972 Richard (1981 JD3)",2.163362121647642,.1776368204507645,4.149423241635596,163.2542390365535,179.2277837172825,1.779069352874534,2.547654890420748,3.18201362062483,24512,0,4.124,13.8
" 10398 (1997 UP8)",2.163364307324446,.1714732580793511,2.414738169612656,72.3329689314139,264.8144836622802,1.792405181134945,2.534323433513948,3.18201844287931,13291,0,,14.0
"  3456 Etiennemarey (1985 RS2)",2.16424195283558,.01507395873594713,1.779182121950613,78.35364224899958,166.6271061802149,2.131618258943931,2.196865646727229,3.18395498732446,31527,0,4.292,13.7
"  1818 Brahms (1939 PE)",2.164348124969024,.1784479186963715,2.978518207660974,249.4623138362379,74.50960717688163,1.778124706733908,2.550571543204141,3.18418928513893,41470,0,,13.8
" 10730 White (1987 SU)",2.164719724285369,.1100094814256218,3.828717646196167,349.7987953554478,17.01236366752055,1.926580029984921,2.402859418585818,3.18500936579122,22892,0,4.320,13.9
"  9582 (1990 EL7)",2.165820366683961,.04521749762574376,4.553233968658017,324.2036203637074,177.2731173084336,2.067887389395641,2.26375334397228,3.18743878092548,17703,0,4.426,14.0
"  6265 (1985 TW3)",2.166174906438378,.1928451891983253,4.115183882751773,45.17650921329098,281.6254924313974,1.748438496769605,2.583911316107152,3.18822147742215,17667,0,4.954,13.6
" 52839 (1998 RZ55)",2.166254923601966,.09028434524452894,4.011264256540211,321.0012043954313,268.0373781914152,1.970676016191825,2.361833831012107,3.18839813545286,7109,0,3.732,14.0
"  9103 Komatsubara (1996 XW30)",2.166291177633576,.1184692368796192,3.805010614963388,261.2364308299231,32.80754680849754,1.909652314960275,2.422930040306877,3.1884781764276,10110,0,4.284,13.7
"  3773 Smithsonian (1984 YY)",2.166360952747206,.1838283195475252,1.326115067339481,63.45619462843312,286.7009888839784,1.768122459270312,2.564599446224101,3.18863222650694,24959,0,,13.2
"  3831 Pettengill (1986 TP2)",2.166998172398793,.1957094122404901,4.581175883602452,151.2781187049235,147.6967473427504,1.742896233752409,2.591100111045177,3.19003920016066,40395,0,5.776,13.2
"  4411 Kochibunkyo (1990 AF)",2.16722329350264,.0923608179940513,2.255703716273347,88.44895082915411,10.27564960035327,1.967056777338974,2.367389809666306,3.19053631442191,16104,0,4.433,13.9
"  6825 Irvine (1988 TJ2)",2.167440304545791,.01512238153371029,5.405480146171616,6.810823917779045,310.1286313264344,2.134663445308909,2.200217163782674,3.19101554442202,14990,0,4.671,13.8
" 10212 (1997 RA7)",2.167749944897244,.09186221761942431,2.403152224158852,243.0777119074616,21.45160126298341,1.968615627714598,2.36688426207989,3.19169937118801,14927,0,,13.9
"  3798 de Jager (2402 T-3)",2.168035463136783,.07710355569545697,2.431291603317018,314.3857521892277,244.8208335249126,2.00087222005509,2.335198706218475,3.1923299686381,24599,0,4.686,13.8
"  4948 Hideonishimura (1988 VF1)",2.168679348766846,.1938537704645745,3.096544495908449,246.5055006857629,124.9415551776454,1.748272680079735,2.589086017453957,3.19375221105725,21321,0,3.879,14.0
"  2593 Buryatia (1976 GB8)",2.169792953612067,.07957651920292338,.2135239686966888,63.78655895366788,76.09064089320663,1.997128382972589,2.342457524251546,3.19621248795599,14972,0,3.937,13.9
"  2644 Victor Jara (1973 SO2)",2.170124676006099,.1651918825857741,2.681003738601191,347.6159744881052,309.3466668967824,1.811637695330808,2.528611656681389,3.19694548124393,23389,0,5.914,13.3
"  1822 Waterman (1950 OO)",2.170274909478672,.1531291947813533,.9567183355826933,221.2445011537991,30.3995788493914,1.837942460136029,2.502607358821316,3.19727746438216,24568,0,6.054,13.0
"  3519 Ambiorix (1984 DO)",2.170316347889615,.1766378383691006,.5663379217052178,49.72245557003359,246.1625595540655,1.786956359621273,2.553676336157957,3.1973690362351,29399,0,5.943,13.2
"  2496 Fernandus (1953 TC1)",2.170493793397479,.03352071647691178,.918321123015527,163.3070366678385,291.7112008858416,2.097737286334106,2.243250300460853,3.19776117056821,23517,0,5.687,13.2
"  9560 Anguita (1987 EQ)",2.170847697948428,.05557021581734545,2.356311985353121,328.1302017005667,238.7541372677283,2.050213222866846,2.291482173030009,3.19854330712513,16610,0,3.760,14.0
"  6873 Tasaka (1993 HT1)",2.171688298127542,.135759940972096,4.790057661393838,199.5748452375242,53.18515432386087,1.876860022963955,2.466516573291128,3.2004013068894,14887,0,3.885,13.9
"  5440 Terao (1991 HD)",2.171855193520726,.1418770829522167,4.561237886019731,115.5498614625901,148.9204771793527,1.863718714069383,2.479991672972068,3.20077024277459,15516,0,5.524,13.3
"  3375 Amy (1981 JY1)",2.172099333388268,.02547645503941735,1.079859622582083,169.2550821114168,352.5729578420384,2.116761942380054,2.227436724396483,3.20130995940865,22902,0,6.721,14.0
"  6627 (1981 FT)",2.17239749652579,.08262670150190179,3.975908350808019,60.48861867617165,117.534641901128,1.992899457036875,2.351895536014705,3.20196914568248,14414,0,3.628,14.0
" 10939 (1999 CJ19)",2.172882991253083,.1383774221266789,2.372085996504875,345.0602768270616,297.6473137512207,1.872205044340574,2.473560938165592,3.20304258596437,14912,0,3.729,13.8
"  4491 Otaru (1988 RP)",2.173592490069531,.02922273162657254,3.670965217081081,313.6003407637132,71.87425026165215,2.110074180066695,2.237110800072367,3.20461152025617,13915,0,5.114,13.6
"  1990 Pilcher (1956 EE)",2.173794390888588,.05121620077918042,3.131980032407028,193.6308534719563,11.95749949888509,2.062460900912181,2.285127880864994,3.20505803591059,29283,0,6.754,13.14
"  4894 Ask (1986 RJ)",2.17400679665765,.1947939215724105,2.638856464004737,263.6157397139006,47.13095624080039,1.750523487211632,2.597490106103668,3.20552780626894,23928,0,5.018,13.3
"  3851 Alhambra (1986 UZ)",2.174314903466565,.06466081415251076,4.627597055204199,344.6638470975723,97.38922019697371,2.033721931584479,2.314907875348651,3.20620927603502,24452,0,6.504,13.1
"  5015 Litke (1975 VP)",2.17468493148627,.1250786615339989,3.354424860177697,145.1679691860172,262.346026027776,1.902678250997811,2.446691611974728,3.20702776677511,15485,0,4.142,14.0
"  4604 Stekarstrom (1987 SK)",2.174864415602864,.1293110750733355,1.409582655230025,.0412394579085911,355.2861418544019,1.893630359882516,2.456098471323212,3.20742480527058,16969,0,,14.0
" 17941 Horbatt (1999 JW2)",2.175074624548991,.1547561693865525,20.27769662182243,65.81723958927442,358.3408762799946,1.838468407523895,2.511680841574086,3.20788983127959,10190,0,3.269,13.9
"  5112 Kusaji (1987 SM13)",2.175209129134682,.1297080462810207,5.764663310321713,62.69149134987423,341.6693149852373,1.893067002741982,2.457351255527382,3.20818739525161,16969,0,3.419,13.9
"  5596 Morbidelli (1991 PQ10)",2.175235239308211,.08358931200992537,4.234755847145318,261.7612464068545,220.2380231183537,1.993408822194692,2.35706165642173,3.20824515975332,13418,0,5.689,13.3
"  1779 Parana (1950 LZ)",2.175305207350559,.1610846777677916,.8987617127477765,254.4338387568574,11.50491000252883,1.824896868977895,2.525713545723223,3.20839995434811,24492,0,4.085,14.0
" 14425 Fujimimachi (1991 TJ2)",2.176265875708001,.2265983052189524,5.810191547728986,53.46762701554194,256.2067779191258,1.683127716566729,2.669404034849273,3.2105255516483,18178,0,4.141,13.8
"  5993 Tammydickinson (1981 EU22)",2.176358555109063,.06797718798854455,1.924986399964222,339.6046214139786,197.3892874344613,2.028415820477937,2.324301289740188,3.21073064107906,13375,0,,14.0
"  4087 Part (1986 EM1)",2.176433426803293,.1179195104106423,4.425276431190147,24.69018542010597,303.8852703579239,1.919789462673293,2.433077390933294,3.21089632718103,23364,0,6.405,13.4
"  9008 Bohsternberk (1984 BS)",2.176488982247437,.1069841431208518,6.38520227790834,110.27992195,310.9098938020587,1.94363917346972,2.409338791025153,3.2110192695424,12211,0,4.512,13.8
" 11006 Gilson (1980 TZ3)",2.176550984630388,.1463694685349754,1.557575825745633,238.6994509083131,101.9257214549323,1.857970373770761,2.495131595490016,3.21115648061899,13626,0,3.852,13.9
"  5086 Demin (1978 RH1)",2.176795527312185,.1137456251288207,3.393734193598034,183.1783242276647,82.26590417490729,1.92919455928044,2.424396495343931,3.21169767185183,14449,0,4.236,13.9
"  5710 Silentium (1977 UP)",2.177374035492743,.1509927206400525,3.368718853671096,358.1601431753015,1.917800104649465,1.848606406022683,2.506141664962803,3.21297807471483,14740,0,,14.0
" 11230 (1999 JV57)",2.178242734675223,.1382824922031654,6.499424824126539,31.39170437428935,338.3215724862338,1.877029900700895,2.479455568649552,3.2149010721554,21684,0,5.111,13.4
"  8286 Kouji (1992 EK1)",2.17841261251207,.101754540361581,6.144232033619343,333.996130570049,283.0234704983703,1.956749238408034,2.400075986616107,3.21527716735302,9990,0,,13.9
"  6537 Adamovich (1979 QK6)",2.178462515365511,.1959061107094397,4.025559815998597,120.0805485836636,200.6771791748836,1.75168839665395,2.605236634077071,3.21538765084675,13835,0,4.253,13.9
"  1769 Carlostorres (1966 QP)",2.178631195062616,.1417067077989119,1.587997002084547,319.2443820333839,24.44813869931665,1.869904540902283,2.487357849222948,3.21576111225136,29155,0,5.583,13.4
"  2280 Kunikov (1971 SL2)",2.178632114022402,.1414547822401882,3.56788330181963,106.5091167209106,264.1344746805623,1.870454182751882,2.486810045292921,3.21576314689274,22220,0,6.140,13.3
"  1950 Wempe (1942 EO)",2.178737350592286,.08417289276870883,4.222746931186009,69.93985860152112,52.90466017741137,1.995346725209701,2.362127975974871,3.21599615087329,27618,0,,13.2
"  5601 (1991 VR)",2.179121175435827,.1251334611323689,4.833149110723004,15.53690674156624,359.6439701515283,1.906440200526706,2.451802150344948,3.21684602402265,30770,0,4.485,13.7
"  6872 (1993 CN1)",2.179756708914678,.01711335603955565,3.359223406487296,228.5794811285598,3.245899349529873,2.142453756275411,2.217059661553944,3.21825340036911,15517,0,4.416,13.8
" 11420 (1999 KR14)",2.180205757025997,.1573104662080104,5.890253938228047,78.57019162078076,306.0968999357729,1.83723657295885,2.523174941093145,3.21924793225723,15779,0,,13.8
"  5491 Kaulbach (3128 T-1)",2.180507467011356,.1270777716745686,4.813431983546061,332.6033597974982,88.67291280090548,1.903413436983795,2.457601497038917,3.21991620371198,18608,0,4.288,13.9
"  7961 Ercolepoli (1994 TD2)",2.180618346173779,.1907473914105548,5.041909058123726,59.80314674099333,277.9657975120924,1.764671084979132,2.596565607368425,3.22016180673496,22831,0,3.413,14.0
"  2955 Newburn (1982 BX1)",2.180661918554093,.1158348771524116,3.593176379957119,32.42799750227875,234.5257762984131,1.928065213107437,2.433258624000748,3.22025832349779,23222,0,6.025,13.3
"  3198 Wallonia (1981 YH1)",2.181075259283843,.2382309656471258,17.95934117482417,83.57162289194338,40.6303915755061,1.661475594115598,2.700674924452088,3.22117395855381,13205,0,,13.1
"  9971 Ishihara (1993 HS)",2.181157941812447,.1216316376547945,2.748162991309829,20.54563974167484,246.0248968167999,1.915860129366038,2.446455754258856,3.22135712783989,9522,0,4.986,13.8
"  4488 Tokitada (1987 UK)",2.181348836251565,.1438818788305951,4.353134954366314,218.3960681720589,184.2499168671291,1.867492267306757,2.495205405196372,3.22178003574007,31246,0,4.500,13.7
"  2580 Smilevskia (1977 QP4)",2.182287450005084,.1957635902329917,1.614224210324766,119.3580644427252,221.659645494555,1.755075023871689,2.60949987613848,3.2238597115896,41820,0,5.637,13.0
"  6089 Izumi (1989 AF1)",2.1823232300272,.1281691242380729,4.79098464267397,124.0191934667039,265.0058408658169,1.902616772830211,2.462029687224189,3.22393899782977,20147,0,4.081,14.0
"  3672 Stevedberg (1985 QQ)",2.183420163263587,.1398147243427805,6.293865348325995,14.22895664005751,32.17293872712832,1.87814587501242,2.488694451514754,3.22637004709887,22809,0,5.616,13.2
" 11365 NASA (1998 FK126)",2.183893881831036,.1417981639393845,2.861316369998617,231.5007083277223,178.1145320198302,1.87422173914894,2.493566024513132,3.22742010218224,10665,0,3.844,13.9
"  7293 Kazuyuki (1992 FH)",2.184097103610203,.1604401672202213,3.861450673709176,36.94172066911212,254.8139392449579,1.833680199081781,2.534514008138625,3.22787060299554,12608,0,,13.5
"  4750 Mukai (1990 XC1)",2.184127371248801,.09023011556832983,4.904657041937898,294.9323362659222,140.4810339363525,1.987053306125069,2.381201436372533,3.22793770190738,23894,0,8.661,13.9
" 12856 (1998 HH93)",2.184166141377082,.07102063715666285,2.413266153459334,355.494423200096,76.10246492825603,2.029045270360472,2.339287012393692,3.22802365026996,19178,0,4.726,13.8
"  7960 Condorcet (1994 PW16)",2.185031923962906,.0731401299379812,3.24284127439184,293.9051032553657,296.6199073440409,2.025218405125622,2.34484544280019,3.22994317704942,9639,0,4.154,14.0
"  5827 Letunov (1990 VB15)",2.185251533600862,.1298316903159276,3.703182873371697,105.3898868543604,283.8123791998563,1.901536633227989,2.468966433973735,3.23043013410479,13656,0,5.228,13.6
" 31383 (1998 XJ94)",2.185254693022237,.09909953991852083,4.440991350216379,175.9214541354226,53.45458280659659,1.968696958338945,2.40181242770553,3.23043713990725,24932,0,4.104,14.0
"  4733 ORO (1982 HB2)",2.185454799854669,.07351093753897019,4.715996834046816,43.04121910500336,157.9898781612758,2.02479996856831,2.346109631141029,3.23088087354431,23928,0,4.721,13.7
"  5561 Iguchi (1991 QD)",2.185528581560849,.1550074829670842,5.916994342683571,304.4178163755916,71.05813368465489,1.84675529718048,2.524301865941219,3.23104448840054,31871,0,6.878,13.3
"  4089 Galbraith (1986 JG)",2.185563812912559,.1322217169307275,1.143820979394977,316.6494949856543,321.3536572620372,1.896584813107593,2.474542812717525,3.23112261677037,24328,0,,13.1
" 10017 Jaotsungi (1978 UP2)",2.185935344558106,.1467424057360917,9.090594985748371,33.924098690366,273.3508194098658,1.865165933314097,2.506704755802114,3.23194655655562,15428,0,4.466,13.8
"  3355 Onizuka (1984 CC1)",2.186153477765485,.06680843262115103,4.065180455829807,140.8579966169591,299.9000229574302,2.040099990446694,2.332206965084275,3.23243033970433,26439,0,4.546,13.5
"  7309 Shinkawakami (1995 FU)",2.186339436017612,.1246515607856192,4.892997824669525,40.78552137922242,228.8010912781935,1.913808812910867,2.458870059124358,3.23284278321617,17547,0,5.578,13.5
"  3658 Feldman (1982 TR)",2.186416915270577,.06484066234218071,4.012152009064991,320.3968426549167,106.6789938049855,2.044648194328285,2.328185636212869,3.23301463242135,22748,0,5.021,13.4
"  5377 Komori (1991 FM)",2.186979920870591,.06174797324586823,3.02543295960694,337.3214753741531,199.7067000126093,2.051938343227423,2.32202149851376,3.234263471905,14357,0,3.871,13.6
"  5707 Shevchenko (1976 GY3)",2.187016986702132,.06501472795945745,4.342710389379291,190.4258397976571,318.5492320843092,2.04482867226898,2.329205301135283,3.23434569568663,23754,0,,13.3
" 27791 Masaru (1993 DD1)",2.187838060985347,.05585261632668133,4.739469577612534,18.08591604906844,130.7536203805916,2.065641581180222,2.310034540790472,3.23616727777306,9627,0,3.073,14.0
"  2281 Biela (1971 UQ1)",2.187898713053981,.1450689803477254,1.486332868134987,206.5524436166062,109.5221852360795,1.87050247764714,2.505294948460823,3.23630185007323,22714,0,6.054,13.5
"  2719 Suzhou (1965 SU)",2.188032547277292,.123101461129754,.624253305639113,125.6549535696566,320.8259983157899,1.918682543708,2.457382550846584,3.23659880250902,40319,0,6.784,13.0
"  3668 Ilfpetrov (1982 UM7)",2.188289825908114,.1031317316285091,3.076314206973497,194.0761466180343,32.0631067569229,1.962607706857162,2.413971944959067,3.23716967988516,12882,0,6.496,13.2
"  2437 Amnestia (1942 RZ)",2.188394173442398,.1485725841633069,2.94611723844227,218.9636192676439,151.3790254537166,1.863258795926136,2.513529550958659,3.23740122693411,32263,0,6.742,13.0
"  5214 Oozora (1990 VN3)",2.188477653068426,.1039542899755967,6.070603514708815,7.609631037845932,262.7705795338491,1.960976012516238,2.415979293620614,3.23758647209538,23692,0,,13.6
"  6303 (1989 EL2)",2.188589945553692,.102975438772896,4.492558862373572,24.19977101831695,224.3439046961706,1.963218935616352,2.413960955491032,3.23783565990015,10547,0,,13.9
"  5960 Wakkanai (1989 US)",2.188629047790566,.1537139020366009,4.318233789909391,43.50273169445271,331.0464528255572,1.852206336744028,2.525051758837104,3.23792243301817,15873,0,4.665,13.8
"  2423 Ibarruri (1972 NC)",2.188631080790305,.2825911441318397,4.057101728656996,264.9559007740357,80.65146639117751,1.570143319587268,2.807118841993342,3.23792694453898,22279,0,4.899,13.3
"  5921 (1992 UL)",2.18877403183805,.1270713288291532,3.44591025564233,328.3284604583134,294.5421852946877,1.910643607105646,2.466904456570454,3.23824417886727,14301,0,4.236,13.6
"  4641 Ayako (1990 QT3)",2.188854876196555,.1714208130021456,1.652282114989756,101.9653397465551,283.8534673143141,1.813639593775231,2.564070158617879,3.2384235917625,20614,0,3.548,13.9
"  5894 Telc (1982 RM1)",2.188937321735009,.09453377907283143,5.171464871675724,313.4512180630009,278.7511146351559,1.982008804557836,2.395865838912181,3.23860656146995,24314,0,5.866,13.2
"  4908 Ward (1933 SD)",2.188961527414467,.2336501952800135,4.572089637068725,190.1793236390502,166.0859178732469,1.67751023907364,2.700412815755294,3.23866028129664,30813,0,4.903,13.7
" 11681 Ortner (1998 EP6)",2.189006958895937,.1031166474134607,2.016852141373744,324.7393474001505,215.7752375757024,1.963283900129853,2.414730017662021,3.23876110848992,27024,0,3.908,13.9
"  3706 Sinnott (1984 SE3)",2.189298267341481,.09763920674333974,3.508456552993365,137.065459010955,310.0426730535522,1.975536921193691,2.403059613489271,3.23940764128086,24865,0,4.490,13.7
"  3282 Spencer Jones (1949 DA)",2.189426515604008,.04247546544429161,3.167614574471445,162.3321886983307,19.21505126260919,2.096429605297655,2.282423425910362,3.23969229035674,30753,0,5.228,13.3
"  6679 Gurzhij (1969 UP1)",2.189536641258001,.03323650020881255,5.52498651324925,39.78202649437276,60.66547386107633,2.116764106223627,2.262309176292376,3.23993672266535,17428,0,4.136,13.8
"   836 Jole (1916 AF)",2.189671090745538,.1769644039400239,4.847494000662401,199.8057178112593,179.7050297584151,1.802177251347052,2.577164930144024,3.2402351519158,41794,0,5.757,13.1
"  6158 Shosanbetsu (1991 VB3)",2.189799686288995,.06986342537924187,5.537709474905834,249.5690720302956,210.1629607788739,2.036812779310457,2.342786593267534,3.24052059609943,24836,0,4.498,13.7
"  3858 Dorchester (1986 TG)",2.189906659746484,.2429835177684833,7.707762353625514,347.9478963980952,335.1932271576586,1.657795435976654,2.722017883516314,3.24075805201462,16189,0,,13.7
"  9214 (1995 UC6)",2.189937296009385,.1788008853106951,6.475139520590298,320.0236049307898,335.691303997728,1.798374568707997,2.581500023310772,3.24082605838088,16363,0,4.578,13.6
"  8441 Lapponica (4008 T-3)",2.190087987824283,.13897622684607,4.990961009913807,97.92338459129351,86.89998048446299,1.885717822815562,2.494458152833003,3.24116057094606,23758,0,,13.9
"  2705 Wu (1980 TD4)",2.19020866747454,.1600135692631053,4.524483816203453,8.325319873626871,334.6044236314494,1.839745561160949,2.540671773788131,3.24142846943769,15335,0,,13.2
"  3414 Champollion (1983 DJ)",2.190252866713405,.1010366352257398,5.296626044940946,25.03847869812559,60.68385456634331,1.968957086767152,2.411548646659659,3.2415265898105,22863,0,5.224,13.8
"  5598 Carlmurray (1991 PN18)",2.190469320318267,.113223568832162,5.043165382035146,283.4638506091082,173.70615763476,1.942456566454472,2.438482074182061,3.24200712162104,20202,0,6.864,13.0
"  5510 (1988 RF7)",2.190910347344155,.2442137352025306,5.684030871118751,109.2246495168541,234.7754651095102,1.655859947925366,2.725960746762945,3.24298628488461,24933,0,4.314,13.5
"  3813 Fortov (1970 QA1)",2.191364903048477,.1759934622520136,4.157149827846455,319.8232482009707,349.428210791837,1.805699006703427,2.577030799393526,3.24399558750673,23135,0,5.220,13.5
"  9147 Kourakuen (1977 DD1)",2.191405986810778,.1062764893308537,5.815016435774523,142.3144720092102,252.8614379189232,1.958511051833913,2.424300921787642,3.24408681569613,23869,0,4.922,13.5
" 11864 (1989 NH1)",2.191453233401139,.2034139796766932,5.882839748447271,120.3126471213665,184.444325326478,1.745681009919656,2.637225456882622,3.24419172975674,11496,0,3.999,14.0
"  5745 (1991 AN)",2.191833508697587,.1589990281848158,4.883960257875737,23.22302996302231,28.34375411813283,1.843334110871755,2.540332906523418,3.24503619643579,32345,0,,13.9
"  7188 Yoshii (1992 SF1)",2.191972944571924,.1549414090897858,3.948727795341828,60.91591240038994,330.4368970021537,1.852345567853263,2.531600321290585,3.24534585612499,29016,0,4.126,13.9
" 20706 (1999 WY3)",2.192230030225295,.1208362809245717,3.614000085178763,101.5366158016746,143.3866664546706,1.927329106441708,2.457130954008881,3.24591681868529,22750,0,3.785,13.9
"  2406 Orelskaya (1966 QG)",2.192431603004871,.1630922287444141,2.305797625306496,12.53309714074792,347.8778754985545,1.834863046501118,2.550000159508624,3.24636451589754,29054,0,5.700,13.2
