full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,diameter,H
"  3320 Namba (1982 VZ4)",2.458644260005518,.04784602244515432,4.065888131007866,218.1566039914628,347.7811126106241,2.341007911556644,2.576280608454391,3.85524289464083,14332,0,6.706,13.0
"  6142 Tantawi (1993 FP)",2.458699867537526,.1381869040390898,2.945594964671961,187.5117747879847,43.94919771568159,2.118939744881196,2.798459990193857,3.85537368730469,25674,0,9.167,13.6
"  8304 Ryomichico (1995 DJ1)",2.458834768010649,.1404837310258273,1.958614293421102,311.0179085973547,304.5398597090527,2.113408485824488,2.804261050196809,3.85569098845754,9815,0,4.879,13.8
"  9737 Dudarova (1986 SC2)",2.458918396715015,.1764041401689111,11.33743700527998,230.7087192873999,57.27792188038079,2.025155011196985,2.892681782233045,3.85588769698857,12977,0,,13.7
" 16252 Franfrost (2000 HQ51)",2.458946570179689,.1809614703101045,2.283042748926237,184.9293720939652,195.132909779261,2.013971983425984,2.903921156933395,3.855953966386,23662,0,4.436,13.9
" 11837 (1986 GD)",2.459031233603806,.1883722980312142,7.352769577073813,45.07705245972876,113.8086474773473,1.995817869199325,2.922244598008286,3.85615311329714,11356,0,4.754,13.9
" 70750 (1999 VJ24)",2.459298434454631,.2051133451458372,10.36590218393353,48.72216468095574,353.0186195536797,1.954863505851721,2.96373336305754,3.85678165068723,9354,0,5.239,13.6
"  5364 (1980 RC1)",2.459480776309444,.1999630440424486,3.111318613630756,281.2429455277988,77.46339664586465,1.967675513514723,2.951286039104165,3.85721059359951,23541,0,12.248,13.2
"  6421 (1993 XS1)",2.459649180135372,.1336520088780732,6.532912180247852,140.517740235868,267.6521913078689,2.130912126074974,2.78838623419577,3.85760676266904,31573,0,4.518,13.2
" 33513 (1999 GE34)",2.459776723670587,.1952515373239298,4.244499531418002,252.8744558013456,86.43348463553525,1.979501536900285,2.940051910440888,3.85790681715617,13272,0,4.036,13.6
" 31425 (1999 BF3)",2.460100586221438,.1952416821578947,8.812766504893025,113.5815547445767,77.38016014544723,1.979786409489941,2.940414762952935,3.8586687598902,10866,0,5.062,13.6
"  3586 Vasnetsov (1978 SW6)",2.460151633914115,.1157087126946628,9.853975540821986,6.679065160341882,260.3881866715269,2.175490655320241,2.744812612507988,3.858788863003,17881,0,7.185,13.0
"  4030 Archenhold (1984 EO1)",2.460168758365517,.09293708821594152,6.529449004998583,342.348003187414,303.2360101260472,2.231527837443198,2.688809679287837,3.8588291530545,22722,0,6.973,13.1
" 42794 (1999 BL18)",2.460221073008938,.1270327586027795,10.17987035673792,359.7967597630466,208.65139588,2.147692403331922,2.772749742685953,3.85895223872312,22771,0,4.541,13.9
" 20575 (1999 RL142)",2.460556690486627,.07544453400734442,6.439293867782483,28.321001617,134.9506258409704,2.274921137574209,2.646192243399044,3.85974190921235,17349,0,5.154,13.7
" 31176 (1997 XL9)",2.460602930520629,.1040435974880092,7.290006941006217,89.62941261689508,15.43806016298906,2.204592949639725,2.716612911401533,3.85985071107596,7445,0,3.717,13.9
"  7540 (1997 AK21)",2.460608891125412,.07830204312438219,5.269760955311528,216.4137368964257,301.8647101952236,2.267938187620272,2.653279594630552,3.85986473633269,17317,0,5.680,13.3
" 43391 (2000 WT62)",2.460772038399145,.177704093426695,14.92014964340043,117.9521300167182,314.55233062315,2.023482774185664,2.898061302612625,3.86024862719553,22775,0,4.380,14.0
" 16088 (1999 TJ121)",2.460943130752781,.03545513429025411,3.992039225140419,53.61122338183593,313.5224094336683,2.373690061571263,2.548196199934299,3.86065122676157,16276,0,4.643,13.9
" 10799 Yucatan (1992 OY2)",2.461100905399104,.1940933009380319,4.573950919830952,134.0572311234993,227.4554103402814,1.983417706728613,2.938784104069595,3.86102250066685,10345,0,8.722,14.0
"  3123 Dunham (1981 QF2)",2.461216643061544,.1356101159821441,1.995934360542504,123.1187666288131,223.4233974066718,2.127450768638785,2.794982517484303,3.86129486107973,14801,0,12.070,13.54
" 16161 (2000 AC68)",2.461290284116264,.2409742585650555,11.52144993591967,110.3129480173031,187.2828153177355,1.868182682787973,3.054397885444556,3.86146816070814,10524,0,,13.6
" 10530 (1991 EA)",2.461665861108035,.07685395944972624,6.287025852673042,350.1675040350574,151.4960434508441,2.272477092839662,2.650854629376407,3.8623520470559,22722,0,5.042,13.6
" 11307 Erikolsson (1993 FA40)",2.461982402452802,.1045494749499102,4.692486295629627,19.3625440427606,29.88466302843928,2.204583434940443,2.71938136996516,3.86309705073342,10493,0,5.253,13.4
" 20932 (2258 T-1)",2.461994121990807,.2403991584121545,8.193221903670818,27.29854570924061,332.0819500735977,1.870132807048546,3.053855436933069,3.86312463446018,22573,0,5.169,13.4
" 18271 (2332 T-3)",2.462032443500567,.07872312440905685,5.529705433674128,215.8318053853239,350.2365283565122,2.268213557151737,2.655851329849396,3.86321483045809,16255,0,4.322,14.0
"  3740 Menge (1981 EM)",2.46241447133192,.2678578349884658,5.75154059929527,354.713651395242,53.95746648919247,1.802837462196684,3.121991480467155,3.86411403438861,24520,0,8.598,14.0
" 59475 (1999 HN2)",2.462439901465392,.05297756183442446,9.300451115085542,64.48856002287899,282.6880980146246,2.331985839321955,2.592893963608828,3.8641738934358,11795,0,4.083,13.9
"  6878 Isamu (1994 TN2)",2.462609372762562,.1826272006113177,4.034429480336611,93.86062177883255,225.6355676403849,2.012869916815743,2.912348828709382,3.86457281352462,16880,0,,13.8
" 13947 (1990 QB5)",2.462651046111553,.1828654111751808,5.920672172301481,66.78474180424702,337.3373301895515,2.012317349983375,2.912984742239731,3.86467091091758,9932,0,,14.0
"  5342 Le Poole (3129 T-2)",2.462983609267203,.235146401202671,14.34164997706318,166.3303718254724,107.3954071583704,1.883821877326855,3.042145341207552,3.86545378099507,23104,0,5.194,13.8
" 13697 (1998 HJ133)",2.463069045928321,.2376968271256538,8.417636633184467,153.8681302167401,200.6051996915743,1.877605348719748,3.048532743136894,3.86565491164457,24994,0,4.333,13.7
"  4281 Pounds (1985 TE1)",2.463156411764065,.1113771469646765,.72954505835363,187.9163099233534,208.8785194000681,2.188817078094033,2.737495745434096,3.86586058746641,14781,0,9.680,13.8
" 52269 (1988 CU)",2.463771291836383,.2152536645643686,24.83452362381345,139.8717288396761,336.7699771925155,1.933435492620113,2.994107091052653,3.86730823547151,12347,0,5.738,14.0
" 24367 (2000 AC126)",2.463829133521539,.2571877359500814,13.22715842400939,140.5638949098746,166.8877496731665,1.830162496903284,3.097495770139794,3.86744442482012,11507,0,,13.5
" 38795 (2000 RA51)",2.464142406915118,.1175563079359606,6.851441074322115,219.0126661377715,141.0325526233248,2.174466923329745,2.753817890500491,3.86818206076322,7363,0,4.891,14.0
"  8210 NANTEN (1995 EH)",2.464145532203116,.09343959438368689,7.134076024846687,13.64927177973241,213.0713188917795,2.233896773171683,2.69439429123455,3.86818941982662,16728,0,5.460,13.8
" 16034 (1999 FW32)",2.464224149415035,.1059978513154596,4.759024651057735,317.983667621828,331.7215956047061,2.203021684417375,2.725426614412695,3.86837453999644,11320,0,4.199,13.9
" 12256 (1989 CJ8)",2.464225007160232,.1979827729914029,8.650596742392064,144.9418937625998,66.38851001017733,1.97635090696789,2.952099107352575,3.86837655974776,10494,0,3.854,13.7
" 21361 Carsonmark (1997 HQ)",2.464232868632008,.09415372378063315,5.949258975135095,210.6626600842036,217.44813540064,2.232216167787673,2.696249569476343,3.86839507134307,10931,0,,14.0
"  7471 (1991 YD)",2.464380752876609,.1568149036215351,5.352490089771788,352.5171687465105,118.6403046773315,2.077929122627497,2.850832383125721,3.86874330340731,17818,0,6.044,14.0
" 17722 (1997 YT1)",2.464436795473245,.2297818567740983,12.01510068375678,250.9186852602697,105.1699163167931,1.898153932706994,3.030719658239496,3.86887527306307,23107,0,5.276,13.7
" 74219 (1998 RM78)",2.464662758467367,.08258593604472174,7.151998954464432,40.35598136924546,122.6654579507236,2.261116277524774,2.66820923940996,3.86940738815797,11884,0,,13.7
"  2527 Gregory (1981 RE)",2.46473669668757,.1864210098432105,2.61619817971618,186.2895862891587,177.6492329634723,2.005257992693454,2.924215400681685,3.86958150888111,23182,0,,13.2
"  1964 Luyten (2007 P-L)",2.46485423415084,.1959656221717538,2.390017967931902,238.4490349098477,163.9013676180663,1.981827540592789,2.947880927708891,3.86985830896529,30543,0,8.380,13.4
" 16462 (1990 DZ1)",2.464878169551297,.09050440402865795,5.936147114599245,315.6389348030373,180.5693473575881,2.241795839812808,2.687960499289787,3.86991467751151,11433,0,4.367,13.8
" 29337 Hakurojo (1995 AE1)",2.465085127498076,.1602733266097313,6.26546509878506,161.2273288764755,41.71792349441031,2.069997733737786,2.860172521258367,3.87040208075348,8419,0,4.181,13.9
"  3130 Hillary (1981 YO)",2.465131812181001,.2004345659938004,4.21607650511004,109.788094532686,244.245535310705,1.971034187288992,2.95922943707301,3.87051202990741,22662,0,13.106,13.2
" 19235 van Schurman (1993 VS4)",2.46520503512485,.1489344545294209,11.02366999143295,74.43262501568145,293.9143560317244,2.098051067915349,2.832359002334352,3.87068448258612,14803,0,11.169,13.5
"  4064 Marjorie (2126 P-L)",2.465317351531221,.04259890952048506,7.193435203735149,341.5217990274074,111.5217915068143,2.360297520734061,2.570337182328382,3.87094901209796,24143,0,5.982,13.5
" 15736 Hamanasu (1990 XN)",2.465421897454878,.1587942581813656,6.326965153463794,86.32902861443652,18.15932778016913,2.073927056144436,2.85691673876532,3.87119524585161,24308,0,7.827,13.7
" 66335 (1999 JZ61)",2.465446240765349,.1999755709222283,10.57846982552793,254.6930966695018,12.52000518353856,1.972417221190237,2.958475260340462,3.87125258164097,6896,0,3.392,13.5
"  5125 Okushiri (1989 CN1)",2.465509853394714,.1583863050008184,3.863289661780238,23.49251634517169,84.56441222977244,2.075006857772416,2.856012849017012,3.87140240977759,14658,0,5.577,13.8
"  9314 (1988 DJ1)",2.465593811824065,.1897602527784939,5.355798192975529,149.8615000396792,269.0928660855465,1.99772210684324,2.933465516804889,3.87160016175517,10843,0,7.230,14.0
" 23598 (1995 WL13)",2.465716027237875,.07875155305501041,4.155132053605635,134.7676518600389,275.7550093807912,2.271537060700262,2.659894993775488,3.87188802856261,16252,0,4.003,13.9
"  9839 Crabbegat (1988 CT2)",2.465777216291081,.1056710337615838,3.009023005586839,121.9098247840271,147.0252895357185,2.205215988819842,2.726338443762319,3.87203215624994,14418,0,,14.0
" 50052 (2000 AV63)",2.466038712450718,.2453409425809682,6.637710978448484,113.2659043277596,227.1541102107572,1.861018450296902,3.071058974604534,3.87264811723957,9287,0,4.841,14.0
" 30016 (2000 CA95)",2.466053675481205,.1517259821548227,3.457483533292043,62.870743051875,214.16480832111,2.091889259522309,2.840218091440101,3.87268336403403,14919,0,8.148,13.8
"  1740 Paavo Nurmi (1939 UA)",2.466198343947258,.1912717632923379,1.999654066474793,296.0938172313239,78.68238691243482,1.994484238071822,2.937912449822694,3.87302414942566,28601,0,12.762,13.24
"  7526 Ohtsuka (1993 AA)",2.466297681955183,.2651430696616153,4.219519930440798,232.7322038893205,151.645153854346,1.81237594386226,3.120219420048106,3.87325815881437,23123,0,7.654,14.0
" 33540 (1999 JH3)",2.466461608676396,.1374909950431043,6.109985726988516,95.96600404411953,159.7011213736401,2.127345347863863,2.805577869488929,3.87364432938819,7360,0,9.244,14.0
" 12523 (1998 HH100)",2.466500204321763,.2159322254451925,5.917000894122728,78.41453495107234,274.1436347865401,1.933903326141542,2.999097082501983,3.87373525299338,9361,0,,13.2
"  8381 Hauptmann (1992 SO24)",2.466504325338298,.08541383385849859,7.1694463008142,217.8784470338519,271.3863769410863,2.255830734682584,2.677177915994011,3.87374496132444,13212,0,5.664,13.9
"  6132 Danielson (1990 QY3)",2.466528480162242,.1614369075035884,2.957384873457883,338.6525176735609,295.834927998715,2.068339750055324,2.86471721026916,3.87380186565804,11375,0,,13.8
"  4219 Nakamura (1988 DB)",2.467278090543747,.1229320269917454,3.086965366968961,140.6382183630859,64.68862143627476,2.16397059372088,2.770585587366612,3.87556794867847,14396,0,11.417,13.6
"  7160 Tokunaga (1981 UQ29)",2.468032298381142,.2020812035736299,1.259392428450399,251.1811214808175,180.7185123346078,1.969289361065689,2.966775235696596,3.87734513409093,24697,0,5.125,13.3
"122726 (2000 SB43)",2.468039742271745,.1129996536659681,13.68917483251512,27.03987728413996,100.1316304611937,2.189152106161192,2.746927378382297,3.87736267593274,6356,0,9.887,13.8
" 31263 (1998 EG9)",2.468136914955359,.09859590637489567,4.882653196540509,120.0462698999681,215.198822511209,2.224788718767997,2.711485111142721,3.87759166988209,7415,0,5.407,13.4
"  6631 Pyatnitskij (1983 RQ4)",2.468331873555308,.1496728451043748,7.139627451132813,192.1253722348349,205.9628039011104,2.098889619378473,2.837774127732142,3.87805111649964,24659,0,14.336,13.2
" 23766 (1998 MZ23)",2.468416383736788,.1496768028536415,5.540565931746822,293.0964356547209,81.14643445460445,2.098951711307518,2.837881056166058,3.87825028194354,8813,0,4.535,13.3
" 17584 (1994 XF1)",2.468537108239251,.1578597178150843,8.440902350313793,82.7478354245591,111.2192349101906,2.078854536916539,2.858219679561963,3.87853479971984,14864,0,5.319,13.8
"  4864 Nimoy (1988 RA5)",2.4685794963093,.1775001926133004,3.618308178345557,94.14572654522824,241.7104908278456,2.030406160233155,2.906752832385445,3.87863469956131,22105,0,11.874,13.4
" 32560 (2001 QV31)",2.468624419088052,.1274236307697246,9.071561741710918,55.99717308205126,9.975085843292684,2.15406333260105,2.783185505575053,3.87874057411878,15832,0,5.055,13.7
"  6748 Bratton (1995 UV30)",2.469476044691108,.1612073492161485,4.112683772386278,80.54435125064083,191.9260018964953,2.071378357573676,2.867573731808541,3.88074787804032,14330,0,10.597,13.9
" 22656 Aaronburrows (1998 QV7)",2.469480327464624,.1659471731313066,3.109879425880088,145.0750659758817,145.44757060248,2.059677048018496,2.879283606910751,3.88075797352482,9346,0,4.217,14.0
"  7858 Bolotov (1978 SB3)",2.469632321754861,.2153827872771247,4.185288802067136,329.8005019547803,39.24456838318614,1.937716028745622,3.0015486147641,3.88111626477542,22772,0,,13.8
"  7069 (1994 YG2)",2.469899869623084,.02430683283775717,5.375563467471709,66.39745853762454,54.1813499917266,2.409864426366157,2.52993531288001,3.88174697354329,14392,0,10.202,13.6
"  4799 Hirasawa (1989 TC1)",2.469902835341501,.1286298781683465,.6165548931274315,241.5559873960468,82.37854888776191,2.15219953454387,2.787606136139132,3.88175396502425,14769,0,7.863,13.8
" 26274 (1998 RH75)",2.469921149435396,.1320403662799441,12.39212194797893,181.5525012599441,27.49171774490948,2.143791856181366,2.796050442689426,3.88179713935728,8482,0,4.493,13.9
"  2973 Paola (1951 AJ)",2.470214050147883,.1519448227858262,1.555459672788177,336.4351012275087,90.7942022438143,2.094877814055105,2.845550286240661,3.88248765625208,24490,0,12.079,13.0
" 15167 (2000 GS135)",2.470266033393147,.08566527772693801,7.244663358731529,143.0338533367118,22.68803327096823,2.258650007583101,2.681882059203192,3.88261021164552,9962,0,,13.9
"  4635 Rimbaud (1988 BJ1)",2.470329056390565,.149274210143113,5.339729738807279,24.45858582570615,136.8829493054132,2.101572637704282,2.839085475076848,3.88275879602311,19326,0,,13.0
"  2190 Coubertin (1976 GV3)",2.470663430214559,.0891076626242789,.8282884762890061,262.5613786901395,315.8474796985024,2.250508386816856,2.690818473612262,3.88354715466395,30990,0,14.853,13.2
"  5114 Yezo (1988 CO)",2.470949468293933,.01263798513860978,4.168780476001094,24.35496079875613,210.6240228043158,2.439721645635378,2.502177290952487,3.88422159366685,11438,0,,13.4
"  2984 Chaucer (1981 YD)",2.470963836779571,.1348798521669248,3.05370107289176,81.80575921537407,46.62343736882029,2.137680599764925,2.804247073794217,3.88425547363731,23204,0,15.422,13.1
"  5100 Pasachoff (1985 GW)",2.47106178606166,.1321813621678775,7.717615877645719,101.4594879770333,37.97601828265221,2.144433473179042,2.797690098944279,3.88448643440641,14323,0,11.425,13.6
" 41438 (2000 GG124)",2.471319444060153,.1057334685466985,14.16441302076195,61.39030510165127,57.64962314947528,2.210018267352775,2.732620620767532,3.88509400425467,14840,0,4.503,13.8
"  9964 Hideyonoguchi (1992 CF1)",2.471369564710665,.1482067705782002,6.221976627157866,356.4421294897962,271.2041711622491,2.105095862619645,2.837643266801685,3.88521219481875,12894,0,,13.5
" 21111 (1992 RP3)",2.471377398139777,.1574847357110698,12.83314251952925,164.2809776874581,305.07911412206,2.082173181751423,2.860581614528131,3.88523066710161,9309,0,4.271,13.8
" 17906 (1999 FG32)",2.471573383319281,.1717761281888006,10.70527524765993,46.80598361887336,305.5606870785539,2.0470160769982,2.896130689640362,3.88569283612899,23094,0,7.474,13.7
" 22784 Theresaoei (1999 JM43)",2.471695338014224,.1044214359738919,4.185320572655572,8.719793382149607,128.8300843865802,2.213597361528804,2.729793314499643,3.88598043693416,9822,0,4.678,13.8
" 12791 (1995 UN4)",2.471796423755092,.1639259902026387,5.439552637545728,239.2596467396485,95.63781535494655,2.066604747411697,2.876988100098487,3.88621882871026,10819,0,3.481,13.9
" 14434 (1992 ER11)",2.472040092087959,.1651562049805071,4.916214252658272,148.0417707575777,89.23046525827391,2.063767331919049,2.88031285225687,3.88679349484644,11933,0,9.737,13.9
" 17001 (1999 CT54)",2.472252869171695,.06898545126532851,6.086222768796692,354.0655886522004,207.6201286053305,2.301703389349882,2.642802348993507,3.8872953303851,8874,0,4.137,13.7
" 21952 Terry (1999 VD165)",2.472257985755705,.1632091527912833,2.771289928784975,322.0594476363104,294.3571190965386,2.068762854419032,2.875753117092378,3.8873073981333,11375,0,3.503,14.0
"  5443 Encrenaz (1991 NX1)",2.472325718693456,.1088439732981853,10.73092330472551,320.2879837536724,232.537836803954,2.203227964183568,2.741423473203343,3.88746715121426,13346,0,10.879,13.3
" 26807 (1982 RK1)",2.472752638424651,.1037752865184376,4.217463627678964,297.52400589,357.9962434241299,2.21614202488291,2.729363251966392,3.88847412294711,23296,0,,14.0
"  9007 James Bond (1983 TE1)",2.473001172239837,.15276313589887,5.868670849257803,210.0089951046056,175.154411248199,2.095217758086898,2.850784586392776,3.88906037745777,13801,0,3.740,13.9
" 21049 (1990 SU16)",2.47301536700033,.1268795963711085,6.213333512940033,109.9330687951299,174.6782616774146,2.15924017541578,2.786790558584881,3.88909386168765,9907,0,5.387,13.6
" 18571 (1997 WQ21)",2.4732760396215,.1833715178632318,12.13278570913609,275.2487603654172,12.71771415599761,2.019747658141342,2.926804421101657,3.88970878326403,10845,0,10.107,13.5
" 23319 (2001 BR14)",2.473292497821313,.1872325717112819,10.43307875672942,328.5159540652646,295.9813494231265,2.010211582860008,2.936373412782618,3.88974760892068,13774,0,5.403,13.2
"  6231 Hundertwasser (1985 FH)",2.473584337807063,.1418637434413184,9.415090900903639,162.7698486270839,33.51622581348969,2.122672403927938,2.824496271686188,3.89043609443586,11906,0,5.529,13.7
"  2113 Ehrdni (1972 RJ2)",2.474009148640945,.09611240897646052,6.432094078854258,23.37085696287019,348.4194054343342,2.236226169535261,2.711792127746628,3.89143834671348,21725,0,,13.17
" 18586 (1997 YD3)",2.474038297288247,.1749240647088409,6.488684934488074,131.1770963040145,33.25055304318697,2.041269462081247,2.906807132495246,3.8915071200028,9732,0,2.339,13.9
"  6336 Dodo (1992 UU)",2.474105970631583,.09713159746710666,9.499217881565517,24.32440837450923,358.9807350341929,2.233792105401231,2.714419835861936,3.89166678998362,23487,0,8.704,13.1
" 23773 Sarugaku (1998 MV37)",2.474389099449587,.1591319658001112,14.44241345455037,103.0379227736671,250.1234376210106,2.080634697899808,2.868143500999367,3.89233483404902,8365,0,5.057,13.9
"  3849 Incidentia (1984 FC)",2.474560126964588,.04823724681319554,5.775262772545757,25.92610645198502,78.09960499195857,2.355194159366104,2.593926094563071,3.89273839296623,14332,0,5.798,13.0
" 50239 (2000 BW3)",2.474590064621585,.1055228518686064,5.964862867481681,113.7879859882124,180.9979506588048,2.213464263796997,2.735715865446174,3.89280903571482,9407,0,9.222,14.0
" 13549 (1992 EW7)",2.475206226905089,.1581355540155445,1.181942305620891,238.8046944142151,54.32190828756723,2.083788118910727,2.866624334899451,3.89426306527906,12923,0,,14.0
"  8750 Nettarufina (2197 P-L)",2.475594478240128,.1807059885384066,4.205005713460898,193.836790024026,90.26694355910328,2.028239730829525,2.922949225650731,3.89517935991294,20944,0,7.962,14.0
" 20508 (1999 RL25)",2.475655408980411,.09554766637500912,16.30157395654322,353.9503665763254,14.32023755432579,2.239112311903664,2.712198506057159,3.89532316635482,14291,0,5.689,13.8
"  6988 (1994 WE3)",2.475786289554233,.0324789361759434,3.204312841288727,220.0396211801755,333.4634680161225,2.395375384670526,2.556197194437941,3.89563207174661,14366,0,,13.6
" 49313 (1998 VM18)",2.475861672827039,.08462644574017524,13.29256737552967,242.418852134409,3.57978374787559,2.266338299311362,2.685385046342716,3.89580999566426,7031,0,9.927,13.6
" 14688 (2000 AJ2)",2.476601498288372,.1168632346615639,13.10087402418645,329.8999916285217,48.29323949138914,2.187177836230717,2.766025160346026,3.89755631782014,16271,0,4.887,13.6
" 14876 Dampier (1990 WD2)",2.476797680920802,.0799306415173031,7.310358599317039,103.1585460562043,9.493566673697208,2.278825653376234,2.674769708465371,3.89801944117767,9969,0,,13.9
"  6118 Mayubosh (1986 QX3)",2.476836537680864,.1556175245211714,3.563737849657111,115.6258757652561,162.5970434910535,2.091397367043379,2.862275708318349,3.89811117152047,14861,0,11.072,13.7
" 56461 (2000 GX96)",2.476954897913239,.1282617409623979,12.66582198881506,225.3490781176793,46.79537158171587,2.159256350421548,2.794653445404929,3.89839059257773,7861,0,3.501,13.9
"  3547 Serov (1978 TM6)",2.477211966831598,.05159985732966588,3.904991476106965,274.5781067166559,161.8640895453388,2.349388182767747,2.605035750895449,3.8989974956679,24161,0,,13.5
"  5150 Fellini (7571 P-L)",2.477498957706926,.106159136165538,6.661453816501179,35.0306503926156,120.149952589602,2.214489808505737,2.740508106908114,3.89967507743779,23634,0,5.401,13.2
" 49904 (1999 XN165)",2.477512843414849,.06734468941279817,10.64227208137323,82.22507983221638,64.93285017998423,2.310665510458857,2.64436017637084,3.89970786241122,9895,0,5.232,13.6
" 10210 Nathues (1997 QV3)",2.478184197329011,.09048124285322572,5.896982629935835,191.8239998826418,75.75633622529401,2.253955011135458,2.702413383522563,3.90129307810319,10334,0,4.549,13.5
"  7798 (1996 CL)",2.478632431029823,.1301652461347327,5.548283315009199,98.43125295512644,336.028370333089,2.156000630567295,2.801264231492351,3.90235157696664,9348,0,4.960,13.6
" 13728 (1998 QC98)",2.478912892275861,.116696322848972,10.1456162274708,152.8832600804593,257.1769071840789,2.189632873084358,2.768192911467364,3.90301393173821,9877,0,5.000,13.9
"   887 Alinda (1918 DB)",2.479062756739308,.5674973647267846,9.360964053982734,110.4912624033269,350.3906206659882,1.072201175297433,3.885924338181183,3.90336787636304,36266,0,4.2,13.4
"  9585 (1990 QY2)",2.479131531676374,.1001860674512104,2.314115330845106,.114829484099809,49.2313960862617,2.230757092823422,2.727505970529326,3.90353031017469,10840,0,,14.0
"  8736 Shigehisa (1997 AD7)",2.47921258786599,.2605867031994967,2.782860170299658,166.1151317846212,185.3750455843872,1.833162753063299,3.125262422668681,3.90372175294921,31956,0,3.755,13.1
" 29732 (1999 BZ2)",2.479583179488337,.06123617620504059,5.637504517215135,5.654330283859666,157.2998056958529,2.327742986994134,2.631423371982539,3.90459707560964,8428,0,6.359,13.6
"  6093 Makoto (1990 QP5)",2.479802549030264,.1349793143295104,6.242469555469966,167.746499490765,192.6149678325542,2.145080501289587,2.814524596770941,3.90511524855712,14825,0,5.853,13.0
"  6571 Sigmund (3027 P-L)",2.479946564409013,.1544756007853731,6.303964721808239,287.2255814286706,23.87326634877514,2.096855328956309,2.863037799861718,3.90545543984597,20673,0,4.546,13.8
" 40054 (1998 KP42)",2.480006515186582,.07235074762764782,13.25743200428582,105.8703743294203,341.9474183900773,2.300576189691395,2.659436840681769,3.90559705771917,6947,0,3.791,13.7
"  6291 Renzetti (1985 TM1)",2.480080624882183,.2153306533923905,11.5176321944,21.30640644230009,32.02099910940592,1.946043243460494,3.014118006303871,3.90577212466132,22574,0,4.934,13.2
" 28461 (2000 AL164)",2.480427573063009,.1372893626248082,6.848864825691415,239.749238754295,25.46346700889305,2.139891252520189,2.82096389360583,3.90659174393775,12892,0,,13.5
" 73670 Kurthopf (1982 QP)",2.480496779882118,.194492262449257,11.45423791929371,301.4181425572095,19.62049933538114,1.998059349164748,2.962934210599487,3.90675524276973,12936,0,,14.0
" 23817 Gokulk (1998 QX50)",2.481363371302945,.1304045044389494,7.405879785278032,353.1489421587299,315.6631754149706,2.157782410535223,2.804944332070666,3.90880272955755,14745,0,5.092,14.0
"  6965 Niyodogawa (1990 VS2)",2.48144149184256,.0112282683654758,6.140922347331825,130.5044464273907,103.69161754,2.453579200838925,2.509303782846195,3.90898732173703,23217,0,,13.5
" 35459 (1998 DG20)",2.481446463995192,.09957402926758965,8.556127075233292,95.48504631244975,159.6597708164047,2.234358841163377,2.728534086827006,3.90899907060844,7274,0,5.150,13.9
"  8579 Hieizan (1996 XV19)",2.481537496825623,.1909867606850555,1.934596782495938,186.5128573418213,150.75664428,2.007596688788396,2.955478304862849,3.90921417731231,32232,0,11.321,13.6
" 31514 (1999 CL101)",2.481752545512664,.0353117727533407,6.968805744568084,14.75507433645923,276.9062770086285,2.394117463595496,2.569387627429832,3.90972234387641,9849,0,4.062,13.9
" 26569 (2000 EL77)",2.482012983839219,.1926912044890903,14.03742000070459,131.5627611025641,215.3549735000653,2.003750912425679,2.960275055252759,3.91033779701242,9383,0,7.598,14.0
" 30439 Moe (2000 MB)",2.482498601827896,.1147719505764186,6.195949572043664,29.43794297531102,127.9042056369883,2.197577394992877,2.767419808662916,3.91148546823884,11410,0,,13.7
" 10110 (1992 LJ)",2.482691430976943,.1409373291399365,4.126256234085988,144.9929470097263,100.2195252553903,2.132787531616445,2.83259533033744,3.91194121656851,15335,0,4.755,14.0
" 58140 (1981 SN)",2.48281671067904,.1585767945164555,5.174552506738404,215.8500851160229,156.1285606812378,2.089099595327668,2.876533826030412,3.91223732244377,13305,0,4.310,14.0
" 45130 (1999 XQ91)",2.483215648853846,.2032887493042385,2.542452539087777,138.9515005523193,197.2472466257237,1.978405845345635,2.988025452362058,3.91318028583487,8812,0,4.881,14.0
"  9106 Yatagarasu (1997 AY1)",2.483463133056274,.03326156400832612,5.519708707700625,55.90130705192294,25.6298226541103,2.400859265093805,2.566067001018744,3.9137652981142,23165,0,,13.5
" 26104 (1990 VV1)",2.483521823084877,.202465436537746,9.697760371121705,214.7472403164035,175.2216265268677,1.980694493022979,2.986349153146776,3.91390403604309,24164,0,,13.8
" 70980 (1999 XA25)",2.483741901499853,.07915306025322164,10.25678270021909,60.81892833133352,52.6701957498811,2.287146129116984,2.680337673882722,3.91442429614565,14211,0,,13.7
"  7104 Manyousyu (1977 DU)",2.483795773016386,.07644316748058071,6.262261127624964,341.183436235173,152.0438189241924,2.293926556752136,2.673664989280637,3.91455165063234,22243,0,6.159,13.1
"  5666 Rabelais (1982 TP1)",2.4840260157045,.1232853072590499,3.397989235187457,241.7161311184153,252.3225919352419,2.177782105118898,2.790269926290103,3.91509596940728,24187,0,12.345,13.3
" 35231 (1995 GH7)",2.484173462401897,.1398534499632193,7.646936359108425,143.2903442453613,79.84499369366006,2.136753233377916,2.831593691425878,3.91544456269896,8331,0,4.238,13.9
"  6614 Antisthenes (6530 P-L)",2.484226538694647,.1572984326237615,5.582583369186219,171.4989176433667,229.5156852541075,2.093461597875627,2.874991479513667,3.91557004813408,23590,0,9.215,13.9
