full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H
"104889 (2000 JQ1)",2.935825011464664,.05153831956219429,2.821902893586269,158.1597213248644,106.3968391613238,2.784517523845115,3.087132499084213,5.03041078801399,7279,0,450,,,15.3
"105236 (2000 PE20)",2.841361335241946,.1367804542248904,8.228051736180127,8.840381239881859,49.80371171614201,2.452718641190512,3.230004029293381,4.78958518512217,6949,0,764,,,14.9
"105241 (2000 PT24)",2.857737116644656,.1661134847684057,14.11978873943738,218.8124360463231,121.9018066617856,2.383028445646797,3.332445787642516,4.83105092569147,6054,0,525,,,15.0
"105284 (2000 QJ40)",2.881961572203205,.1446550687478341,11.26261105174423,148.1672058900135,230.3748149072086,2.465071222847534,3.298851921558875,4.89260867227292,8275,0,389,,,15.1
"105296 (2000 QM51)",2.890922379782586,.08223203698633194,2.243593845366459,33.64141012860856,354.3046580907155,2.65319594372369,3.128648815841482,4.91544509034242,6029,0,559,,,15.2
"105489 (2000 QE221)",2.875830330777186,.1303868312011744,6.529222187311851,104.6545420556763,238.9729355787654,2.500859926874923,3.250800734679448,4.87700377756404,6029,0,345,,,15.4
"105493 (2000 QB228)",2.932343174327109,.114215600497852,2.402572116176081,35.68640633992662,315.4456889544609,2.59742383780556,3.267262510848657,5.02146447299444,8720,0,617,,,15.1
"105569 (2000 RB65)",2.861039145317438,.1523389211138416,14.69082155821052,205.4773996877058,146.4139645825474,2.425191528655312,3.296886761979565,4.83942654347686,6496,0,548,,,14.9
"105634 (2000 SX12)",2.920869384286806,.1621388137675925,2.471065568500097,282.3376481067299,30.8443323096736,2.447283087148465,3.394455681425147,4.99202104037117,6416,0,709,,,15.0
"105703 (2000 SV68)",2.913590929734663,.1157998122424186,1.794632250433113,185.8717996668434,145.9506642256931,2.576197647120175,3.250984212349151,4.97337339699798,6414,0,591,,,15.2
"105833 (2000 SA150)",3.02101914823869,.2121601954220414,3.06636842327435,222.704869282993,125.1096389836699,2.38007913537464,3.661959161102739,5.25095648460323,6331,0,341,,,15.3
"105837 (2000 ST152)",2.942978280919147,.1456187379661994,.4881375346617136,219.8117605471025,198.6780425103781,2.514425497789766,3.371531064048528,5.04880721519558,9521,0,941,,,14.9
"105845 (2000 SB163)",2.861650906731825,.1812426315199785,14.09709169506963,3.958102729284136,2.345782813313344,2.342997765904216,3.380304047559434,4.84097881130622,6074,0,501,,,15.1
"105886 (2000 SP181)",2.902873580839187,.1239711142853797,9.00560832658253,76.56672385218882,315.8214017300031,2.543001108392963,3.262746053285411,4.94595757242947,6047,0,521,,,15.0
"105974 (2000 SX264)",2.964909266849834,.1095592432147741,2.85620223639632,95.00758037529148,262.4187855756233,2.640076051373295,3.289742482326372,5.10534756362993,9552,0,399,,,15.3
"106154 (2000 TV58)",2.975359058707338,.1323473356062081,11.35389055432906,130.0797895682798,244.7913102466448,2.581578214815626,3.369139902599049,5.13236194825616,6357,0,312,,,15.2
"106430 (2000 VN45)",2.919728871152834,.07459663716035742,2.868067950550623,52.08746690301728,344.8107597461845,2.701926915944826,3.137530826360842,4.98909747088177,7346,0,686,,,15.4
"109289 (2001 QB123)",2.968096400191379,.04894275827774409,10.03855225079537,119.8283201657914,140.179750707403,2.82282957553177,3.113363224850989,5.11358177618397,8132,0,373,,,15.2
"109336 (2001 QF144)",3.020484703208603,.1052439996262575,.9622051298448773,173.6451571341551,68.99338096008306,2.702596812233,3.338372594184206,5.24956313520451,6797,0,232,,,16.3
"109690 (2001 RM34)",2.943868534291894,.1627448370929377,12.91689831178541,173.2136285871298,103.9967035146573,2.464769129255535,3.422967939328254,5.05109829099674,6444,0,279,,,15.7
"109716 (2001 RM49)",3.032764215699955,.04826994715251762,10.7539926483486,201.6037666664368,32.85607099567454,2.886372847282071,3.179155584117838,5.28160809867303,5878,0,341,,,15.2
"111386 (2001 XM158)",2.997184447449706,.09266473318968664,11.37312942586745,97.85716364863352,219.970336748144,2.7194511503065,3.274917744592911,5.18893711865859,6325,0,408,,,14.9
"111391 (2001 XW162)",2.877376815320024,.08521356403886354,5.051880043306023,253.382544812207,111.2209892209392,2.63218528180381,3.122568348836239,4.88093823681197,9183,0,346,,,15.6
"111447 (2001 XL239)",2.849714177806609,.07808574841038872,2.429079656241652,47.61831765111017,337.8382290820962,2.627192113476884,3.072236242136333,4.81072084903562,9265,0,696,,,15.3
"111479 (2001 YT21)",2.846489147146401,.08463284826027805,2.482819604979125,47.46778738152788,304.8459631472914,2.605582663081432,3.087395631211371,4.8025566976903,7481,0,548,,,15.2
"111681 (2002 BC23)",2.910815995770917,.2291923868264837,14.16924514322787,50.98833220508963,318.1203747713325,2.243679130087473,3.577952861454361,4.96627005104303,8699,0,409,,,14.8
"112902 (2002 QO52)",3.024492131430247,.160564216915284,5.165168166191017,12.60848778058469,101.4242550997473,2.538866920780711,3.510117342079782,5.2600138868771,6776,0,440,,,15.5
"113351 (2002 RH235)",3.078139983453109,.128840423022414,5.660161926054593,180.3425248282803,292.0734375899228,2.681551125862804,3.474728841043415,5.40058432495285,8570,0,480,,,15.2
"113950 Donbaldwin (2002 TC315)",3.007996839878767,.05891888723418551,12.17084746753077,129.5184088901523,118.1801601276526,2.830769013269164,3.185224666488371,5.21704119172587,6830,0,261,,,15.6
"114884 (2003 QD15)",3.132482981293133,.248622266489253,15.53247519236046,311.586352708317,109.6876588172293,2.353677962745022,3.911287999841243,5.5442305618,8469,0,366,,,15.0
"115290 (2003 SJ197)",3.089335780810792,.2491999423492171,14.42037757559425,7.985335437842,98.49320522813183,2.319473482335369,3.859198079286215,5.43007557346734,8656,0,279,,,15.5
"115589 (2003 UG97)",3.045634932300657,.2569852430937341,10.4049323781103,207.7313612416293,255.5543348855813,2.262951698848604,3.82831816575271,5.31526558807696,6355,0,336,,,15.6
"115712 (2003 US172)",3.0419136054984,.1495084654899209,12.5106059878622,183.2179474494738,271.6519326536666,2.587121770187422,3.496705440809379,5.30552683205025,5893,0,380,,,15.3
"115749 (2003 UC197)",3.076340699487767,.3377328304521117,6.757650981110991,189.8701244054265,312.6445871586409,2.037359447614735,4.1153219513608,5.39584976219001,6875,0,570,,,15.5
"115854 (2003 UT272)",3.135969291962278,.1964814059473836,16.9814742845119,58.75869693548417,65.41961781005641,2.519809636469708,3.752128947454848,5.55348885018987,8948,0,508,,,14.8
"116184 (2003 XH6)",3.176676616980991,.2298113104496146,9.251382063325991,32.97050140068408,71.16452475056393,2.446640400757941,3.906712833204042,5.66197192605761,8653,0,542,,,14.7
"116255 (2003 YA27)",3.032774765218651,.2168533456450736,1.324996253687016,78.32648665681798,62.64504015535655,2.375107410793034,3.690442119644267,5.28163565693402,6742,0,344,,,15.6
"116281 (2003 YR47)",3.07549123056774,.2015517700795111,1.062915116504503,304.1343701010074,184.0045278185876,2.455620529182798,3.695361931952681,5.39361498521673,8596,0,312,,,16.0
"116418 (2003 YW143)",2.876499838600059,.1267172692298704,13.29345666669331,52.2175346145205,207.9922062420918,2.511997634112496,3.241002043087621,4.87870696334168,6447,0,537,,,14.9
"116477 (2004 BL5)",3.094107152939148,.09035036161868243,16.21979253025742,114.5476107057675,133.4110941938339,2.814553452784144,3.373660853094152,5.44266027501753,6246,0,382,,,14.9
"116789 (2004 EU38)",3.158340492071111,.1676958082764861,16.80192312729668,176.5334595226923,58.15848110652141,2.628700030440891,3.687980953701331,5.61302045282533,6683,0,342,,,14.9
"116932 (2004 GT29)",2.938757393376158,.1367055052616602,10.06259191133448,207.4414496416516,86.38851532751231,2.537013079073231,3.340501707679085,5.03794943645762,6470,0,344,,,15.3
"116943 (2004 GV42)",3.124064330347469,.2948495787791229,12.97584818141973,124.7022207365805,161.4152394733975,2.202935278465635,4.045193382229303,5.52189513269971,7277,0,325,,,14.8
"117336 (2004 XP15)",2.988054034313635,.1393111088269746,2.86062685028329,341.1876091213684,45.33678081601074,2.571784913558488,3.404323155068783,5.16524436274781,8630,0,499,,,15.3
"117613 (2005 EA93)",3.068211250952428,.2733156650596538,13.38678048380623,175.9595361957018,301.5299298431349,2.229621052354853,3.906801449550003,5.37447552482239,6878,0,404,,,15.3
"118193 (1994 RG25)",3.079183549066635,.1944384268734289,11.6008227812685,229.0295989409792,61.94179982299765,2.480471943731577,3.677895154401693,5.40333095527447,8193,0,257,,,15.1
"118843 (2000 SW239)",2.940859439346746,.08894299519151895,2.993642586686043,43.42580862946834,328.8863988973079,2.679290592373995,3.202428286319497,5.04335574942457,8701,0,750,,,15.1
"118978 (2000 WW196)",3.014460690981494,.1750987187450851,10.24278124062619,67.16047072513628,357.3228756960837,2.486632486283211,3.542288895679778,5.23386648563899,5970,0,532,,,15.1
"118989 (2000 XO47)",2.976646914685597,.08501416186909669,9.96202995232917,329.9136762971564,64.10465457478529,2.723589772053368,3.229704057317826,5.13569455017586,6775,0,440,,,15.4
"120033 (2003 AZ70)",2.839446082412501,.2329929446028713,12.82116350159317,292.4543979382981,18.83641404499716,2.177875178630125,3.501016986194876,4.78474328744448,6473,0,372,,,15.2
"120231 (2004 FF64)",2.835530279702386,.118090008049765,12.66414607532477,181.4182614518151,117.2499722623663,2.500682486146979,3.170378073257794,4.77484893705633,7804,0,436,,,15.3
