full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H
"       (2003 YP17)",2.001501790496614,.4851689755446894,4.896031850276622,144.3728585625159,31.2820048978319,1.03043521725051,2.972568363742717,2.83166698096818,5082,0,174,,,19.0
"329390 (2001 YP2)",2.001612438315346,.4797653161991474,27.94553558707528,92.65107062265871,288.7241440552791,1.041308213938837,2.961916662691853,2.83190179622528,5148,0,75,,,19.0
"       (2015 FK394)",2.001870160167468,.1148127678627056,21.93744279360655,190.3788532438339,246.1992618879501,1.772029906176883,2.231710414158053,2.83244875510798,21,7,15,,,19.271
"       (2015 CX12)",2.001953674064099,.6106592436445057,5.758001577852891,196.2074907554941,227.0669401879721,.779442157648777,3.224465190479421,2.83262600284186,1141,1,174,,,20.0
"       (1999 VT)",2.001960046138367,.4864108216986784,14.37443471539259,38.06428022574226,297.7153214261826,1.02818501508828,2.975735077188455,2.83263952691926,6271,0,174,,,19.7
"       (2016 XG18)",2.002567608922822,.4339105149693164,12.26203561589508,12.26729171242999,326.3252982683567,1.133632466474248,2.871502751371397,2.83392911578706,34,6,47,,,19.4
"       (2003 UC8)",2.002735653731468,.09336368163703031,21.05651445071982,199.2785270326197,298.6476516479885,1.815752879753353,2.189718427709582,2.83428583562837,556,6,15,,,19.4
"       (2013 HR11)",2.003107733634425,.3587154420845871,6.717184386878719,116.2046400753555,5.951629115634286,1.284562057420697,2.721653409848153,2.83507572752704,1652,2,49,,,19.9
"       (2011 BZ68)",2.003666391168307,.1041464932049057,27.70242941882114,126.4274339068203,1.372697264810156,1.794991562975599,2.212341219361015,2.83626184458936,17,8,11,,,19.526
"411280 (2010 SL13)",2.004124000515092,.415379311272337,3.041363263948697,196.1212595281088,266.5598656284983,1.171652353476772,2.836595647553412,2.83723354379921,4644,0,316,,,19.3
"       (2016 AD196)",2.004193814425781,.05352990880240738,16.11290881827257,299.6297071320392,271.5477420425692,1.89690950231722,2.111478126534342,2.83738179816934,6766,0,21,,,19.3
"       (2014 OL207)",2.004945038145364,.2581340484015726,14.20366684277318,325.2228557460492,73.04964122789332,1.487400458626255,2.522489617664472,2.8389772338627,3949,1,51,,,19.5
"       (2013 JY6)",2.005028843748522,.1165987842032091,7.89327339590147,15.18134492880402,350.7477388616343,1.771244918275078,2.238812769221965,2.83915523726016,3,9,7,,,19.0
"       (2013 VS24)",2.005277180750078,.09605642805876824,23.78189778314933,63.79966262486143,328.0617628164164,1.812657417499468,2.197896944000687,2.83968272777398,20,8,10,,,19.257
"       (2014 QC434)",2.005308675020332,.2236074500047732,14.14769893047986,111.4436718151894,268.9635898930832,1.556906715726585,2.453710634314079,2.83974962681962,4,9,7,,,19.7
"       (2010 UZ80)",2.005512505238876,.2276093484707018,3.008988054351452,16.4287271741213,58.14333006492421,1.549039110571611,2.461985899906142,2.84018260866134,7,9,11,,,20.0
"       (2018 BJ)",2.005533751087606,.172812546038944,16.55007480361925,303.2265988524493,62.82731400480587,1.658952357395123,2.352115144780089,2.84022774095275,7,9,13,,,19.38
"       (2009 ED1)",2.006076046990397,.4064836719748511,29.75027041490612,173.9137999593897,2.636743116904327,1.190638889148946,2.821513204831847,2.84137981429616,2298,1,80,,,19.7
"       (2013 PA75)",2.006156422995419,.1752100983042051,5.34933821882131,340.6464085863344,70.17560231395136,1.654657558908779,2.357655287082058,2.84155058128637,3911,0,33,,,19.3
"       (2016 CO266)",2.006187618288477,.0804547337879491,25.99567409873635,143.8844737800602,345.8166228579249,1.844780327530398,2.167594909046556,2.84161685977794,1134,2,21,,,19.3
"       (2011 YZ39)",2.006462472270667,.1401485910003565,23.75679613016568,83.43669968783885,125.8868897118773,1.725259583886841,2.287665360654493,2.84220084538296,1,9,10,,,19.0
"       (2008 RN57)",2.006492545758462,.04845147075470298,23.09793801468809,174.425223273102,141.2069345267487,1.909275030858117,2.103710060658808,2.84226474531672,22,7,10,,,19.037
"       (2015 BY526)",2.006920890501965,.06231522240439798,27.10646040837784,110.8007526331928,358.7349504030229,1.881859168862302,2.131982612141627,2.84317494117543,6,8,15,,,19.651
"       (2007 RN121)",2.006980036676759,.1639910614343202,3.849276001734433,338.9211147873485,347.8566341692679,1.677853250184646,2.336106823168871,2.84330062935912,2,9,11,,,19.822
"       (2015 DE176)",2.006982567392912,.5642929259906915,10.27235720079329,69.182172994197,178.3168258289173,.8744565020264555,3.139508632759369,2.8433060072819,1070,1,209,,,19.7
"       (2005 UU388)",2.007342666113975,.08275191776325366,20.41736533929366,212.4524050653127,106.8490355264948,1.841231210885041,2.173454121342909,2.84407127310824,7,9,12,,,19.741
"       (2018 CG2)",2.008027367327808,.7037481232733078,20.56879719649962,78.60996639324628,337.3374021380125,.5948818760894221,3.421172858566194,2.84552655909519,57,5,78,,,19.2
"       (2014 OO162)",2.008078741571233,.07829557582222203,17.59066303397602,315.6027844218531,95.93535366831911,1.85085506020355,2.165302422938916,2.84563576157284,3,9,11,,,19.252
"       (2015 UX84)",2.008200312427898,.1435858941363089,14.29783658084357,100.0428954210311,292.7624267696392,1.719851074963124,2.296549549892673,2.84589418142914,45,6,8,,,19.922
"       (2007 RR12)",2.008384184286755,.7286489283164976,7.083783934332645,336.017911355267,132.2365574829923,.5449772007584076,3.471791167815102,2.84628504768966,1171,2,141,,,19.8
"       (2012 XY6)",2.008387741848929,.4910936833805659,7.78764278992688,348.4006408553921,173.3066172531772,1.022081208047962,2.994694275649897,2.84629261036661,1135,0,213,,,19.1
